	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	rating_count	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	sold	historical_sold
724	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1592167251	1609771212	17603961	False	50%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	10930000000	21750000000	10930000000	21750000000	10930000000	21750000000	None	0	0	0	False	False	7	0	0	0
725	Áo Khoác Phao Không Tay Thời Trang Nam	Nước ngoài	1608787192	1609771212	984020	False	None	False	50	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	68274200000	-1	83116500000	-1	68274200000	0	None	0	1	0	False	False	9	0	0	0
726	🔥HOT🔥 áo thun unisex in hình Ghost team đẹp ⚡ FREESHIP ⚡Áo game đẹp giá rẻ thời trang nam	Hà Nội	1580734975	1609771212	29036237	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	23900000000	-1	23900000000	-1	23900000000	0	None	0	1	0	False	False	1	0	0	0
727	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1577189465	1609771212	32581747	False	33%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	13601000000	20300000000	13601000000	20300000000	13601000000	20300000000	None	0	0	0	False	True	9	0	0	0
728	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1578906568	1609771212	30864644	False	30%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	12599900000	18000000000	12809900000	18300000000	12599900000	18000000000	None	0	0	0	False	False	9	0	0	0
729	XẢ 🍀 Hot [Siêu Quà] Áo khoác dáng dài thời trang nam cao cấp . ⇹ . , ^	Bình Dương	1608892528	1609771212	878684	False	None	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	39465000000	-1	39465000000	-1	39465000000	0	None	0	0	0	False	False	8	0	0	0
730	Sẵn Hàng - [Thời trang nam 2020] ÁO GIÓ 2 LỚP LÓT LƯỚI [HOT] -Az12 . DH88 -az1	Đà Nẵng	1608368617	1609771212	1402595	False	35%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	63785900000	98132100000	63785900000	98132100000	63785900000	98132100000	None	0	0	0	False	False	5	0	0	0
731	Áo Khoác Khóa Kéo Có Nón Thời Trang Nam	Nước ngoài	1604404872	1609771212	5366340	False	40%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	20100000000	33500000000	20100000000	33500000000	20100000000	33500000000	None	0	0	0	False	False	9	0	0	0
732	Áo Khoác Chống Nắng Dài Tay Thời Trang Nam	Nước ngoài	1604490343	1609771212	5280869	False	None	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22620000000	-1	22620000000	-1	22620000000	0	None	0	0	0	False	False	9	0	0	0
733	(ảnh thật) ÁO KHOÁC NỈ THỜI TRANG NAM TRƠN CÓ MŨ KÉO KHÓA TRẺ TRUNG NĂNG ĐỘNG -KTHT047	TP. Hồ Chí Minh	1603449399	1609771212	6321813	False	28%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	21000000000	29000000000	21000000000	29000000000	21000000000	29000000000	None	0	0	0	False	False	7	0	0	0
734	Áo Khoác Phao Không Tay Có Nón Thời Trang Nam	Nước ngoài	1603375004	1609771212	6396208	False	50%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	27900000000	55800000000	27900000000	55800000000	27900000000	55800000000	None	0	0	0	False	True	7	0	0	0
735	Áo khoác phao không tay thời trang nam phong cách thể thao	Nước ngoài	1603114346	1609771212	6656866	False	26%	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	72360000000	97520000000	72360000000	97520000000	72360000000	97520000000	None	0	0	0	False	False	6	0	0	0
736	Áo Khoác Jean Không Tay Thời Trang Nam	Nước ngoài	1599573519	1609771212	10197693	False	44%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	32370000000	57310000000	36580000000	64560000000	32370000000	57310000000	None	0	0	0	False	False	7	0	0	0
737	Áo Khoác Cổ Đứng Thời Trang Nam Trung Niên	Nước ngoài	1609163960	1609771212	607252	False	None	False	40	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	34900000000	-1	41700000000	-1	34900000000	0	None	0	0	0	False	False	8	0	0	0
738	Áo khoác nỉ tròng cổ cao cấp nam , áo khoác loại nhất thời trang nam MT32	TP. Hồ Chí Minh	1601094983	1609771212	8676229	False	33%	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	12000000000	18000000000	12000000000	18000000000	12000000000	18000000000	None	0	11	0	False	False	5	0	0	0
739	Áo Khoác Ghi Lê Nhiều Túi Thời Trang Nam	Nước ngoài	1599092942	1609771212	10678270	False	None	False	40	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	87060000000	-1	87060000000	-1	87060000000	0	None	0	0	0	False	False	9	0	0	0
740	-HÀNG NHẬP KHẨU Áo bò, Áo khoác jean nam in hình chữ thập  thời trang nam 2020 - màu đen  Liên hệ mua hàng 084.209.1989	Hà Nội	1600936258	1609771212	8834954	False	None	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	67000000000	-1	67000000000	-1	67000000000	0	None	0	2	0	False	False	7	0	0	0
741	Áo Khoác Jeans Thời Trang Nam Cá Tính	Nước ngoài	1598476456	1609771212	11294756	False	45%	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	53340000000	97080000000	53340000000	97080000000	53340000000	97080000000	None	0	0	0	False	False	9	0	0	0
742	Áo Khoác Da Pu Khóa Kéo Thời Trang Nam	Nước ngoài	1597185689	1609771212	12585523	False	17%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33850000000	40900000000	33850000000	40900000000	33850000000	40900000000	None	0	0	0	False	False	9	0	0	0
743	Áo Khoác Tay Dài Khóa Kéo Trẻ Trung Thời Trang Nam	Nước ngoài	1597028180	1609771212	12743032	False	16%	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	58120000000	68950000000	58120000000	68950000000	58120000000	68950000000	None	0	0	0	False	False	9	0	0	0
744	🍀 Hot [Siêu Quà] Áo khoác dáng dài thời trang nam cao cấp . ⇹ .	Thái Bình	1606292751	1609771212	3478461	False	None	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	55732700000	-1	55732700000	-1	55732700000	0	None	0	0	0	False	False	8	0	0	0
745	Áo Khoác Jeans Tay Dài Trẻ Trung Thời Trang Nam	Nước ngoài	1584634923	1609771212	25136289	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	86450000000	-1	86450000000	-1	86450000000	0	None	0	0	0	False	False	7	0	0	0
746	Áo Hoodies Có Nón Dài Tay In Hình Pikachu Thời Trang Nam	Nước ngoài	1575168226	1609771212	34602986	False	None	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	36530000000	-1	38120000000	-1	36530000000	0	None	0	0	0	False	False	9	0	0	0
747	Áo Khoác Đệm Bông Giữ Ấm Thời Trang Nam Trung Niên	Nước ngoài	1608295162	1609771212	1476050	False	None	False	28	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	98887400000	-1	98887400000	-1	98887400000	0	None	1	1	0	False	False	9	0	0	0
748	Áo Khoác Đệm Bông Trẻ Trung Thời Trang Nam	Nước ngoài	1608200752	1609771212	1570460	False	None	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	74019400000	-1	74019400000	-1	74019400000	0	None	0	0	0	False	True	9	0	0	0
749	Áo Nịt Bụng Ngắn Tay Thoáng Khí Thời Trang Nam Cao Cấp Ny042	Nước ngoài	1608789786	1609771212	981426	False	38%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33190000000	53110000000	33190000000	53110000000	33190000000	53110000000	None	0	0	0	False	False	9	0	0	0
750	Set 20 Áo Khoác Phao Thời Trang Nam	Nước ngoài	1607737650	1609771212	2033562	False	31%	False	21	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	62650000000	90430000000	62650000000	90430000000	62650000000	90430000000	None	0	2	0	False	False	9	0	0	0
751	Áo Nịt Bụng Ngắn Tay Thoáng Khí Thời Trang Nam Cao Cấp Ny042	Nước ngoài	1608975579	1609771212	795633	False	38%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33720000000	53990000000	33720000000	53990000000	33720000000	53990000000	None	0	0	0	False	False	9	0	0	0
752	Sẵn Hàng - [Thời trang nam 2020] ÁO GIÓ 2 LỚP LÓT LƯỚI [HOT] -Az12 . Hot	Hải Dương	1608800682	1609771212	970530	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	63785900000	-1	63785900000	-1	63785900000	0	None	0	0	0	False	False	4	0	0	0
753	Áo Khoác Giả Da Dáng Dài Khóa Kéo Thời Trang Nam	Nước ngoài	1609256883	1609771212	514329	False	25%	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	71500000000	95300000000	71500000000	95300000000	71500000000	95300000000	None	0	1	0	False	False	9	0	0	0
754	Áo Khoác Đệm Bông Giữ Ấm Thời Trang Nam Trung Niên	Nước ngoài	1608784454	1609771212	986758	False	None	False	20	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	77921700000	-1	77921700000	-1	77921700000	0	None	0	0	0	False	False	9	0	0	0
755	Áo Khoác Thời Trang Nam	Nước ngoài	1573656206	1609771212	36115006	False	14%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	68590000000	79430000000	68590000000	79430000000	68590000000	79430000000	None	0	0	0	False	False	7	0	0	0
756	Áo Khoác Jean Thời Trang Nam 2020	Nước ngoài	1607674109	1609771212	2097103	False	None	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	99411200000	-1	99411200000	-1	99411200000	0	None	0	0	0	False	False	9	0	0	0
757	Áo Len Cổ Tròn Dài Tay Thời Trang Nam	Nước ngoài	1604415920	1609771212	5355292	False	46%	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	36860000000	68470000000	36860000000	68470000000	36860000000	68470000000	None	0	0	0	False	False	9	0	0	0
758	Áo Khoác Jean Thời Trang Nam 2018	Nước ngoài	1607668391	1609771212	2102821	False	None	False	24	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	99411200000	-1	99411200000	-1	99411200000	0	None	0	7	0	False	False	9	0	0	0
759	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1604048706	1609771212	5722506	False	35%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18200000000	28000000000	18200000000	28000000000	18200000000	28000000000	None	0	0	0	False	False	5	0	0	0
760	Xả hàng] Sẵn hàng - [Thời trang nam 2020] ÁO GIÓ CHỐNG NƯỚC 2 LỚP LÓT LƯỚI TRÁNG GƯƠNG [HOT] - Acx23 . - Sẵn Hàng :	Ninh Bình	1608907169	1609771212	864043	False	None	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	45553700000	-1	45553700000	-1	45553700000	0	None	0	0	0	False	False	4	0	0	0
761	Áo Khoác Da Pu Thời Trang Nam Cá Tính	Nước ngoài	1608784456	1609771212	986756	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	92763900000	-1	92763900000	-1	92763900000	0	None	0	1	0	False	False	9	0	0	0
762	Áo hoodie in hình anime phong cách Dragon Ball 3D thời trang nam	Nước ngoài	1605771782	1609771212	3999430	False	50%	False	20	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	25300000000	50350000000	25300000000	50350000000	25300000000	50350000000	None	0	0	0	False	False	3	0	0	0
763	Áo Khoác Phao Không Tay Thời Trang Nam	Nước ngoài	1599306774	1609771212	10464438	False	25%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	52780000000	70750000000	52780000000	70750000000	52780000000	70750000000	None	0	0	0	False	False	6	0	0	0
764	Áo Khoác Bóng Chày Thời Trang Nam	Nước ngoài	1598480024	1609771212	11291188	False	46%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	32190000000	59480000000	32190000000	59480000000	32190000000	59480000000	None	0	0	0	False	True	5	0	0	0
765	Áo Hoodies Có Nón Dài Tay Thời Trang Nam	Nước ngoài	1591940177	1609771212	17831035	False	None	False	20	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	138600000000	-1	138600000000	-1	138600000000	0	None	0	0	0	False	False	6	0	0	0
766	Áo Khoác Bóng Chày Dài Tay Khóa Kéo Thời Trang Nam	Nước ngoài	1590424174	1609771212	19347038	False	None	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	84370000000	-1	84370000000	-1	84370000000	0	None	0	0	0	False	False	6	0	0	0
767	Áo Khoác Thời Trang Nam Chất Liệu Vải Denim	Nước ngoài	1586602450	1609771212	23168762	False	25%	False	7	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	63090000000	84500000000	63090000000	84500000000	63090000000	84500000000	None	0	0	0	False	False	6	0	0	0
768	Áo Khoác Denim Thêu Hình Thời Trang Nam	Nước ngoài	1583394394	1609771212	26376818	False	None	False	7	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	84270000000	-1	84270000000	-1	84270000000	0	None	0	0	0	False	False	6	0	0	0
769	Áo Khoác Phao Đệm Bông Thời Trang Nam	Nước ngoài	1608785485	1609771212	985727	False	None	False	36	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	90537600000	-1	90537600000	-1	90537600000	0	None	0	0	0	False	False	9	0	0	0
770	Áo Len Cổ Tròn Dài Tay Thời Trang Nam	Nước ngoài	1576003888	1609771212	33767324	False	2%	False	40	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	53400000000	54460000000	53400000000	54460000000	53400000000	54460000000	None	0	0	0	False	False	9	0	0	0
771	Áo Khoác Da Cổ Đứng Thời Trang Nam	Nước ngoài	1574798952	1609771212	34972260	False	30%	False	30	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	44820000000	64030000000	44820000000	64030000000	44820000000	64030000000	None	0	0	0	False	False	9	0	0	0
772	Áo gió  2 mặt cao cấp thời trang nam One3 phom 40-85kg, oneshop - AZ50 ₃	Hà Nội	1608887759	1609771212	883453	False	None	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22351100000	-1	22351100000	-1	22351100000	0	None	0	0	0	False	False	5	0	0	0
773	Áo Khoác Phao Không Tay Thời Trang Nam Trung Niên	Nước ngoài	1608782472	1609771212	988740	False	50%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	14842300000	29684500000	18376100000	36752200000	14842300000	29684500000	None	0	3	0	False	False	9	0	0	0
774	Áo Khoác Phao Không Tay Thời Trang Nam	Nước ngoài	1603196862	1609771212	6574350	False	26%	False	30	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33620000000	45510000000	33620000000	45510000000	33620000000	45510000000	None	0	0	0	False	False	9	0	0	0
775	Áo Hoodie In Hình Mob Psycho 100 Thời Trang Nam	Nước ngoài	1607596918	1609771212	2174294	False	29%	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	28100000000	39630000000	28100000000	39630000000	28100000000	39630000000	None	0	0	0	False	False	7	0	0	0
776	Áo Khoác Da Pu Thời Trang Nam Cá Tính	Nước ngoài	1603112070	1609771212	6659142	False	None	False	21	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	54190000000	-1	54190000000	-1	54190000000	0	None	0	0	0	False	False	9	0	0	0
777	[HÀNG MỚI VỀ] _ Áo gió cao cấp thời trang nam One 3 phom 40-85kg Hot	Hải Dương	1608797959	1609771212	973253	False	None	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24814600000	-1	24814600000	-1	24814600000	0	None	0	0	0	False	False	7	0	0	0
778	Áo Khoác Phao Không Tay Giữ Ấm Thời Trang Nam	Nước ngoài	1603105239	1609771212	6665973	False	None	False	16	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	43620000000	-1	43620000000	-1	43620000000	0	None	0	0	0	False	False	9	0	0	0
779	Áo Khoác Cardigan Khóa Kéo Thời Trang Nam	Nước ngoài	1608787200	1609771212	984012	False	None	False	7	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	94545000000	-1	94545000000	-1	94545000000	0	None	1	1	0	False	False	9	0	0	0
780	Hàng Mới - Xả [HÀNG MỚI VỀ] _ Áo gió 2 lớp thời trang nam AG02, phom 45-80kg - Acx23 HD3	Hà Nội	1608526129	1609771212	1245083	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22730800000	-1	22730800000	-1	22730800000	0	None	0	0	0	False	False	9	0	0	0
781	Áo khoác nỉ cao cấp nam , áo khoác loại nhất thời trang nam mẫu MS263	TP. Hồ Chí Minh	1603090719	1609771212	6680493	True	33%	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	12000000000	18000000000	12000000000	18000000000	12000000000	18000000000	None	0	0	0	False	False	5	0	0	0
782	Áo Khoác Dù Nam Cao Cấp,Thời Trang Nam	TP. Hồ Chí Minh	1608304546	1609771212	1466666	False	None	False	9	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	28900000000	-1	28900000000	-1	28900000000	0	None	0	1	0	False	False	4	0	0	0
783	áo hoodie Mobile Legends in hình đẹp ⚡ FREESHIP ⚡Áo Game đẹp giá rẻ thời trang nam	Hà Nội	1606128221	1609771212	3642991	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18300000000	-1	18300000000	-1	18300000000	0	None	0	0	0	False	False	1	0	0	0
784	Áo gió lót nỉ  2 lớp thời trang nam cao cấp Phom 40-75kg One shop - AZ50	TP. Hồ Chí Minh	1608790234	1609771212	980978	False	35%	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22350300000	34385000000	22350300000	34385000000	22350300000	34385000000	None	0	0	0	False	False	8	0	0	0
785	Áo Khoác Jean Thời Trang Nam 2019	Nước ngoài	1599581785	1609771212	10189427	False	36%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	49510000000	77220000000	49510000000	77220000000	49510000000	77220000000	None	0	0	0	False	False	1	0	0	0
786	Áo Khoác Phao Không Tay Thời Trang Nam	Nước ngoài	1600501858	1609771212	9269354	False	29%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	43650000000	61880000000	52280000000	74130000000	43650000000	61880000000	None	0	0	0	False	False	9	0	0	0
787	Áo Khoác Jeans Thời Trang Nam 2020	Nước ngoài	1599572816	1609771212	10198396	False	43%	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33350000000	58970000000	44400000000	78030000000	33350000000	58970000000	None	0	0	0	False	False	3	0	0	0
788	Áo Khoác Dù Nam , Áo Thời Trang Nam Mẫu Mới 2020	Hà Nội	1602384689	1609771212	7386523	False	None	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31900000000	-1	31900000000	-1	31900000000	0	None	0	1	0	False	False	2	0	0	0
789	ÁO TRỐNG NĂNG THỜI TRANG NAM HÀNG CAO CẤP VNXK	Hà Nội	1523673664	1609771212	86097548	False	None	False	3	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	9900000000	-1	9900000000	-1	9900000000	0	None	3	0	0	False	True	8	0	0	6
790	Áo Khoác Khóa Kéo Thời Trang Nam	Nước ngoài	1599092989	1609771212	10678223	False	None	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	91550000000	-1	91550000000	-1	91550000000	0	None	0	0	0	False	False	9	0	0	0
791	Áo Khoác Thời Trang Nam Màu Trơn	Nước ngoài	1598619848	1609771212	11151364	False	39%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22430000000	37070000000	22430000000	37070000000	22430000000	37070000000	None	0	0	0	False	False	6	0	0	0
792	Áo Khoác Dù Nam #áo khoác chống Mưa,Nắng Cao Cấp,Thời Trang Nam	TP. Hồ Chí Minh	1544007468	1609771212	65763744	False	None	False	9	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	23865900000	-1	23865900000	-1	23865900000	0	None	486	0	0	False	True	4	0	0	3
793	Áo Khoác Thời Trang Nam Màu Trơn Có Dây Kéo	Nước ngoài	1598443643	1609771212	11327569	False	5%	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	22060000000	23300000000	22060000000	23300000000	22060000000	23300000000	None	0	0	0	False	False	6	0	0	0
794	Áo Khoác Bóng Chày Dài Tay Thời Trang Nam	Nước ngoài	1592148750	1609771212	17622462	False	26%	False	14	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31930000000	43170000000	31930000000	43170000000	31930000000	43170000000	None	0	0	0	False	False	6	0	0	0
795	Áo Khoác Phao Thời Trang Nam	Nước ngoài	1592120622	1609771212	17650590	False	50%	False	35	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33150000000	65970000000	33150000000	65970000000	33150000000	65970000000	None	0	0	0	False	False	7	0	0	0
796	Áo Khoác Thời Trang Nam Màu Trơn	Nước ngoài	1592129825	1609771212	17641387	False	None	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	42410000000	-1	42410000000	-1	42410000000	0	None	0	0	0	False	False	9	0	0	0
797	Áo Khoác Phao Khóa Kéo Thời Trang Nam	Nước ngoài	1592120622	1609771212	17650590	False	50%	False	35	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	33150000000	65970000000	33150000000	65970000000	33150000000	65970000000	None	0	0	0	False	False	8	0	0	0
798	Áo Khoác Bomber Khóa Kéo Thời Trang Nam	Nước ngoài	1601286087	1609771212	8485125	False	None	False	21	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	65020200000	-1	72390000000	-1	65020200000	0	None	0	0	0	False	False	7	0	0	0
799	Áo Len Cổ Tròn Dài Tay Thời Trang Nam	Nước ngoài	1585325874	1609771212	24445338	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	56060000000	-1	56060000000	-1	56060000000	0	None	0	0	0	False	False	8	0	0	0
800	Áo Khoác Thời Trang Nam Họa Tiết Ca Rô	Nước ngoài	1583738007	1609771212	26033205	False	None	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	89390000000	-1	89390000000	-1	89390000000	0	None	0	0	0	False	False	9	0	0	0
801	Áo Khoác Dù Nam Chống Mưa,Nắng Cao Cấp,Thời Trang Nam-AKD01 _CVNDK -EZA	TP. Hồ Chí Minh	1576918380	1609771212	32852832	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	28900000000	-1	28900000000	-1	28900000000	0	None	0	0	0	False	True	9	0	0	0
802	Hot [Siêu Quà] Áo khoác dáng dài thời trang nam cao cấp . !	Hà Nội	1606266463	1609771212	3504749	False	None	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	56081700000	-1	56081700000	-1	56081700000	0	None	0	0	0	False	False	8	0	0	0
803	[XẢ KHO GIÁ HUỶ DIỆT] _ Áo gió cao cấp trong lót lưới thời trang nam One 4, phom 50-75kg DH88 -az1	Đà Nẵng	1608367950	1609771212	1403262	False	35%	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24814600000	38176300000	24814600000	38176300000	24814600000	38176300000	None	0	0	0	False	False	6	0	0	0
804	Áo Khoác Phao Dày Dặn Giữ Ấm Thời Trang Nam Trung Niên	Nước ngoài	1606011072	1609771212	3760140	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	36730000000	-1	36730000000	-1	36730000000	0	None	0	0	0	False	False	9	0	0	0
805	Thời Trang Nam, áo khoác dù do scientitic, RL1339 - TRẮNG	TP. Hồ Chí Minh	1542604944	1609771212	67166268	False	None	False	1	False	4.0	[1, 0, 0, 0, 1, 0]	None	None	25000000000	-1	25000000000	-1	25000000000	0	None	0	0	1	False	True	3	0	0	1
806	Áo Khoác Giữ Ấm Thời Trang Nam	Nước ngoài	1603900233	1609771212	5870979	False	None	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	60540000000	-1	60540000000	-1	60540000000	0	None	0	0	0	False	False	9	0	0	0
807	Áo Khoác Khóa Kéo Thể Thao Thời Trang Nam	Nước ngoài	1607339513	1609771212	2431699	False	None	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	83740000000	-1	83740000000	-1	83740000000	0	None	0	0	0	False	False	9	0	0	0
808	Áo Hoodies Cổ Tròn Dài Tay + Quần Dài Thời Trang Nam	Nước ngoài	1604490388	1609771212	5280824	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	29430000000	-1	29430000000	-1	29430000000	0	None	0	5	0	False	False	5	0	0	0
809	Áo Khoác Nỉ 3D Thời Trang Nam Đẹp, Phong Cách Cực Chất	Hà Nội	1539242179	1609771212	70529033	False	None	False	4	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	27500000000	-1	50000000000	-1	27500000000	0	None	1307	0	1	False	True	3	0	0	2
810	áo hoodie Mobile Legends in hình đẹp ⚡ FREESHIP ⚡Áo Game đẹp giá rẻ thời trang nam	Hà Nội	1606797880	1609771212	2973332	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	20795500000	-1	20795500000	-1	20795500000	0	None	0	1	0	False	False	1	0	0	0
811	Áo Khoác Da Pu Thời Trang Nam Cá Tính	Nước ngoài	1602665731	1609771212	7105481	False	27%	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	66880000000	92080000000	66880000000	92080000000	66880000000	92080000000	None	0	0	0	False	False	6	0	0	0
812	Áo Khoác Thời Trang Nam Màu Trơn	Nước ngoài	1604495771	1609771212	5275441	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	36690000000	-1	36690000000	-1	36690000000	0	None	0	0	0	False	False	9	0	0	0
813	Thời Trang Nam, áo khoác jeans đính hạt in chữ, RL1447	TP. Hồ Chí Minh	1576141863	1609771212	33629349	False	None	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	45000000000	-1	45000000000	-1	45000000000	0	None	1	0	0	False	False	6	0	0	0
814	Áo Khoác Bóng Chày Thời Trang Nam Năng Động	Nước ngoài	1598423186	1609771212	11348026	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	24760000000	-1	24760000000	-1	24760000000	0	None	0	0	0	False	False	9	0	0	0
815	Áo Khoác Phao Cổ Đứng Thời Trang Nam	Nước ngoài	1608196417	1609771212	1574795	False	None	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	67007100000	-1	67007100000	-1	67007100000	0	None	0	1	0	False	True	9	0	0	0
816	Áo Khoác Jeans Giả Hai Lớp Có Nón Thời Trang Nam	Nước ngoài	1604490334	1609771212	5280878	False	None	False	30	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	47380000000	-1	72090000000	-1	47380000000	0	None	0	1	0	False	False	4	0	0	0
817	Áo Khoác Thể Thao Khóa Kéo Thời Trang Nam	Nước ngoài	1597821745	1609771212	11949467	False	50%	False	48	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26360000000	52240000000	26360000000	52240000000	26360000000	52240000000	None	0	0	0	False	False	9	0	0	0
818	[SALE GIÁ GỐC] áo phông Dota 2 in hình đẹp ⚡ FREESHIP ⚡Áo Game đẹp giá rẻ thời trang nam	Hà Nội	1598026203	1609771212	11745009	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	9800000000	-1	9800000000	-1	9800000000	0	None	0	0	0	False	False	1	0	0	0
