name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
<SALE>BALO THỜI TRANG NAM IN HỌA TIẾT	Hà Nội	1607272302	1609994498	2722196	False	None	False	1	False	0.0	0	0	0	0	0	None	None	18000000000	-1	18000000000	-1	18000000000	0	None	0	0	0	False	False	1	0	0
Ví Da Nam Thời Trang Leather 4U FA184	TP. Hồ Chí Minh	1558774892	1609994498	51219606	False	22%	False	3	True	4.859649	50	6	1	0	0	None	None	19500000000	25000000000	19500000000	25000000000	19500000000	25000000000	None	37	296	57	False	True	9	0	101
Túi đeo chéo nam nữ thời Trang Hàn quốc nhiều ngăn tiện dụng - túi chéo nam T56 LaDoll	Hà Nội	1602409687	1609994498	7584811	True	40%	False	3	False	4.942308	50	1	1	0	0	None	None	9500000000	9500000000	9500000000	15900000000	9500000000	9500000000	None	25	889	52	False	True	9	1	90
Ví nam nữ thời trang	Hà Nội	1554609494	1609994498	55385004	True	None	False	6	False	5.0	3	0	0	0	0	None	None	9000000000	-1	9000000000	-1	9000000000	0	None	4469	187	3	True	False	9	1	8
Balo thời trang nam nữ Hà Quốc mix gấu bông theo sở thích TF4	Hà Nội	1602149363	1609994498	7845135	True	46%	False	6	False	5.0	38	0	0	0	0	None	None	18900000000	35000000000	20900000000	38000000000	18900000000	35000000000	None	53	589	38	False	False	9	0	755
Túi đeo chéo nam chất liệu da PU chống nước 3 màu thời trang hàn quốc TC124	Hà Nội	1608655001	1609994498	1339497	True	50%	False	3	False	5.0	2	0	0	0	0	None	None	5950000000	11900000000	5950000000	11900000000	5950000000	11900000000	None	1	91	2	True	False	9	1	2
Ví da cầm tay nam thời trang VARADO VD011  thanh lịch sang trọng	Hà Nội	1545208285	1609994498	64786213	False	24%	False	1	True	4.666667	11	0	0	0	1	None	None	15900000000	20900000000	15900000000	20900000000	15900000000	20900000000	None	4401	577	12	False	True	7	0	115
Ví Nam Pagini VID03 Da Saffiano - Thiết Kế Nhỏ Gọn, Kiểu Dáng Sang Trọng Đẳng Cấp - Fullbox Bảo Hành 12 Tháng	Hà Nội	1602478145	1609994498	7516353	False	50%	False	2	True	5.0	12	0	0	0	0	None	None	55000000000	110000000000	55000000000	110000000000	55000000000	110000000000	None	2	822	12	False	False	9	1	64
Túi đeo chéo nam thời trang cao cấp có thiết kế lỗ tay phone hàng chất lượng bảo hành 12 tháng	TP. Hồ Chí Minh	1584175577	1609994498	25818921	True	50%	False	3	False	4.861314	247	20	4	2	1	None	None	3500000000	3500000000	3500000000	7000000000	3500000000	3500000000	None	100	9584	274	False	False	7	0	570
Bóp ví nam da bò WAN cao cấp kiểu dáng ngang W04 - Kèm hộp sang trọng (có phiếu bảo hành) - Wan Store	TP. Hồ Chí Minh	1598952363	1609994498	11042135	False	None	False	2	False	4.785714	12	1	1	0	0	None	None	22900000000	-1	22900000000	-1	22900000000	0	None	1696	318	14	False	False	7	0	591
Túi Đeo Nam Nữ Thời Trang Phong Cách Hàn Quốc Chống Nước TD69 Màu Đen Đeo Chéo Vai Hông Lưng Ngực Bao Tử	Hà Nội	1603704148	1609994498	6290350	True	40%	False	1	False	4.95	19	1	0	0	0	None	None	19900000000	32900000000	19900000000	32900000000	19900000000	32900000000	None	39	1472	20	False	False	9	1	55
Balo Thời Trang Nam Đẳng Cấp EU, Tặng Ngay Siêu Phẩm Túi Đeo Chéo, Sẵn Cáp USB Tiện Lợi - BL71	Hà Nội	1536739988	1609994498	73254510	False	None	False	3	False	0.0	0	0	0	0	0	None	None	37500000000	-1	37500000000	-1	37500000000	0	None	0	11	0	False	True	9	0	2
<SALE> BALO THỜI TRANG NAM IN HỌA TIẾT	Hà Nội	1607272125	1609994498	2722373	False	None	False	1	False	0.0	0	0	0	0	0	None	None	18000000000	-1	18000000000	-1	18000000000	0	None	0	0	0	False	False	1	0	0
Balo Thời Trang Nam Dạ Quang Phát Sáng, Siêu Phẩm Balo 2020 OnePiece & Tặng Ngay 01 Túi Đeo Chéo Dạ Quang CỰC ĐẸP - BL18	Hà Nội	1538152701	1609994498	71841797	False	None	False	3	False	5.0	1	0	0	0	0	None	None	29900000000	-1	29900000000	-1	29900000000	0	None	4	51	1	False	True	9	0	4
[GIÁ SÔC] Túi Đeo Chéo Thời Trang Nam - free ship	Hà Nội	1537203511	1609994498	72790987	False	31%	False	1	False	3.333333	1	0	1	1	0	None	None	8900000000	12900000000	8900000000	12900000000	8900000000	12900000000	None	223	2	3	False	True	5	0	5
BALO HỘP SK75 BALO THỜI TRANG,THỜI TRANG NAM,BALO HÀN QUỐC ,BALO SINH VIÊN ,BALO LAPTOP ,BALO ĐI CHƠI ,BALO MỚI ,BALO ..	TP. Hồ Chí Minh	1606117069	1609994498	3877429	False	50%	False	3	False	0.0	0	0	0	0	0	None	None	9000000000	18000000000	9000000000	18000000000	9000000000	18000000000	None	2	10	0	False	False	9	0	0
Túi Đeo Chéo Đen Trơn Thời Trang Nam	Đồng Nai	1598947577	1609994498	11046921	False	None	False	1	False	0.0	0	0	0	0	0	None	None	85000000000	-1	85000000000	-1	85000000000	0	None	2	41	0	False	False	6	0	0
Bóp Ví tiền thời trang Nam  VT18	Hà Nội	1561005379	1609994498	48989119	False	None	False	2	False	0.0	0	0	0	0	0	None	None	10000000000	-1	10000000000	-1	10000000000	0	None	777	0	0	False	False	4	0	2
Túi chéo vải thời trang nam (EP27)	Hà Nội	1594868453	1609994498	15126045	True	48%	False	2	False	2.0	0	0	0	1	0	None	None	12900000000	24900000000	12900000000	24900000000	12900000000	24900000000	None	44	78	1	False	False	9	0	1
Ví bóp nam Minh Tâm da bò 100% , thời trang nam MT073 , 3 màu	TP. Hồ Chí Minh	1563031390	1609994498	46963108	False	43%	False	3	True	0.0	0	0	0	0	0	None	None	15900000000	27900000000	15900000000	27900000000	15900000000	27900000000	None	0	36	0	False	True	9	1	3
Balo Thời Trang Nam Cao Cấp Chất Liệu Da Bò VS357220	TP. Hồ Chí Minh	1574254714	1609994498	35739784	False	None	False	1	False	0.0	0	0	0	0	0	None	None	170000000000	-1	170000000000	-1	170000000000	0	None	2	1	0	False	False	9	0	0
Túi đeo vai da PU, túi đeo chéo cao cấp nhiều ngăn tiện lợi thời trang nam phong cách TC004	Hà Nội	1599816526	1609994498	10177972	False	None	False	1	False	0.0	0	0	0	0	0	None	None	22000000000	-1	22000000000	-1	22000000000	0	None	0	1	0	False	False	2	0	0
Ví da thời trang nam (3 mẫu khác nhau)	Hà Nội	1595492791	1609994498	14501707	False	20%	False	3	False	0.0	0	0	0	0	0	None	None	150400000000	188000000000	206400000000	258000000000	150400000000	188000000000	None	1	0	0	False	False	9	0	0
Balo đi học hàn quốc balo thời trang nam công nghệ màu đen Combo tai nghe - Hàng nhập khẩu	Hà Nội	1589338691	1609994498	20655807	False	None	False	2	False	0.0	0	0	0	0	0	None	None	67000000000	-1	67000000000	-1	67000000000	0	None	0	2	0	False	False	8	0	0
{Hình thật} Túi đeo chéo thời trang nam màu đen	TP. Hồ Chí Minh	1566567573	1609994498	43426925	False	10%	False	1	False	5.0	2	0	0	0	0	None	None	19800000000	22000000000	19800000000	22000000000	19800000000	22000000000	None	11	24	2	False	True	9	0	4
Túi đeo chéo thời trang nam Yuesite du lịch CX20 Shalla	TP. Hồ Chí Minh	1587364395	1609994498	22630103	True	36%	False	4	False	0.0	0	0	0	0	0	None	None	11000000000	17300000000	11600000000	17300000000	11000000000	17300000000	None	0	2	0	False	False	9	0	0
Ví Nam Dọc Baellerry Kẻ Trơn,Thời Trang Nam cao cấp,Đen hoặc Nâu	Quảng Ngãi	1600398455	1609994498	9596043	False	49%	False	2	False	0.0	0	0	0	0	0	None	None	7150000000	13900000000	7150000000	13900000000	7150000000	13900000000	None	2	5	0	False	False	6	0	0
Balo Thời Trang Nam Dạ Quang Phát Sáng, Siêu Phẩm Balo 2020 BoyMusic & Tặng Ngay 01 Túi Đeo Chéo Dạ Quang CỰC ĐẸP - BL18	Hà Nội	1538152701	1609994498	71841797	False	None	False	3	False	5.0	2	0	0	0	0	None	None	69900000000	-1	69900000000	-1	69900000000	0	None	5	20	2	False	True	9	0	5
Túi đeo bao tử thể thao nhiều màu thời trang nam	TP. Hồ Chí Minh	1600760362	1609994498	9234136	False	None	False	1	False	5.0	1	0	0	0	0	None	None	3500000000	-1	3500000000	-1	3500000000	0	None	0	5	1	False	False	9	0	1
⭐SIÊU PHẨM⭐ Balo Dù Nam GOSS - Balo Thời Trang Nam Cao Cấp Đi Làm, Đi Học !!	Hà Nội	1605330546	1609994498	4663952	False	None	False	4	False	0.0	0	0	0	0	0	None	None	26000000000	-1	26000000000	-1	26000000000	0	None	0	0	0	False	False	9	0	0
Balo thời trang nam 014	Hà Nội	1606996882	1609994498	2997616	False	None	False	1	False	0.0	0	0	0	0	0	None	None	40000000000	-1	40000000000	-1	40000000000	0	None	1	14	0	False	False	7	1	0
Túi đeo chéo cực chất thời trang nam	Hà Nội	1576581051	1609994498	33413447	True	None	False	3	False	5.0	1	0	0	0	0	None	None	15900000000	-1	15900000000	-1	15900000000	0	None	0	0	1	False	False	9	0	1
Balo thời trang nam ❣️freship❣️ balo gucci	Hà Nội	1609470934	1609994498	523564	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15890000000	-1	15890000000	-1	15890000000	0	None	0	4	0	False	False	9	1	0
BALO NAM DA PU CAO CẤP THỜI TRANG NAM BALO ĐI HỌC PHONG CÁCH HÀN QUỐC CÁ TÍNH	Hà Nội	1600677784	1609994498	9316714	False	50%	False	1	False	0.0	0	0	0	0	0	None	None	48000000000	96000000000	48000000000	96000000000	48000000000	96000000000	None	2	58	0	False	False	7	0	0
Balo Nam vải Nylon chống nước, cực bền cao cấp . Balo thời trang Nam vnxk	Đồng Nai	1586856628	1609994498	23137870	False	35%	False	1	False	0.0	0	0	0	0	0	None	None	31850000000	49000000000	31850000000	49000000000	31850000000	49000000000	None	0	2	0	False	False	6	0	0
Túi da cao cấp LEINASEN thời trang nam túi xách công sở ngăn chứa rộng rãi tiện lợi Phặn Phặn	TP. Hồ Chí Minh	1532062947	1609994498	77931551	True	23%	False	3	False	5.0	4	0	0	0	0	None	None	24400000000	31800000000	24400000000	31800000000	24400000000	31800000000	None	10	142	4	False	True	9	0	13
Túi đeo chéo Jordan Grey thời trang nam phong cách sang trọng - MS: BAG01	Đồng Nai	1604658998	1609994498	5335500	False	40%	False	1	False	5.0	3	0	0	0	0	None	None	19500000000	32500000000	19500000000	32500000000	19500000000	32500000000	None	16	457	3	False	False	8	0	11
Ví da dáng dài thiết kế đơn giản thời trang nam	Nước ngoài	1529511080	1609994498	80483418	True	31%	False	0	False	4.222222	7	0	0	1	1	None	None	7000000000	10080000000	7000000000	10080000000	7000000000	10080000000	None	21	59	9	False	True	9	0	29
🌟GIÁ XƯỞNG🌟🔥HOTTREND🔥BALO DA D8685🔥BALO DA THỜI TRANG NAM ĐI LÀM ĐI HỌC ĐI CHƠI	Hà Nội	1598845370	1609994498	11149128	False	None	False	2	False	0.0	0	0	0	0	0	None	None	37000000000	-1	37000000000	-1	37000000000	0	None	0	0	0	False	False	9	0	0
TÚI XÁCH THỜI TRANG NAM CÔNG SỞ CAO CẤP KIM LONG TX07	TP. Hồ Chí Minh	1582621916	1609994498	27372582	False	None	False	2	True	5.0	1	0	0	0	0	None	None	33700000000	-1	33700000000	-1	33700000000	0	None	4	46	1	False	False	9	0	1
Túi Đeo Chéo Thời Trang Nam 3 Màu Phong Cách TA0035	Hà Nội	1600915767	1609994498	9078731	False	None	False	3	False	0.0	0	0	0	0	0	None	None	8900000000	-1	8900000000	-1	8900000000	0	None	1585	1	0	False	False	9	0	0
[FLAST SALE] Túi đeo chéo thời trang nam chất lương da PU siêu đẹp - T027- Shubishop.vn - Shop	Hà Nội	1608087770	1609994498	1906728	False	None	False	2	False	0.0	0	0	0	0	0	None	None	38000000000	-1	38000000000	-1	38000000000	0	None	0	1	0	False	False	8	0	0
Túi Đeo Chéo Vai Hông Lưng Ngực Thời Trang Nam Chống Nước TD42 Túi Bao Tử Dệt Trơn Trượt Nước	Hà Nội	1600848646	1609994498	9145852	True	24%	False	1	False	5.0	5	0	0	0	0	None	None	14900000000	19500000000	14900000000	19500000000	14900000000	19500000000	None	727	230	5	False	False	9	0	11
Ví Nam Cao Cấp Chính Hãng Baellerry Thời Trang Nam Cao Cấp (VÍ KHỦNG LONG)	TP. Hồ Chí Minh	1603083119	1609994498	6911379	False	None	False	2	False	0.0	0	0	0	0	0	None	None	19600000000	-1	19600000000	-1	19600000000	0	None	0	1	0	False	True	9	0	0
HÀNG NHẬP KHẨU -  Balo Thời Trang Nam Cao Cấp Etonweag E9830 Chính Hãng Giá Rẻ - Hàng Nhập Khẩu	Hưng Yên	1605437684	1609994498	4556814	False	None	False	1	False	0.0	0	0	0	0	0	None	None	77900000000	-1	77900000000	-1	77900000000	0	None	61	66	0	False	False	9	0	0
Ví Nam Thời Trang Nam BOVI'S	Hà Nội	1525767839	1609994498	84226659	False	None	False	2	False	5.0	1	0	0	0	0	None	None	4000000000	-1	4000000000	-1	4000000000	0	None	3	2	1	False	True	3	0	1
Ví nam da bò, bóp ví nam mẫu đứng mini da thật handmade - Phố Thời Trang Nam VN220	TP. Hồ Chí Minh	1551938224	1609994498	58056274	False	40%	False	1	False	0.0	0	0	0	0	0	None	None	15000000000	25000000000	15000000000	25000000000	15000000000	25000000000	None	435	4	0	False	True	7	0	3
Thời Trang Nam, Túi Đeo Chéo Nam Da Bò Nhật Bảo Hành 12 Tháng CQT4	Hà Nội	1598177599	1609994498	11816899	False	None	False	1	False	0.0	0	0	0	0	0	None	None	29900000000	-1	29900000000	-1	29900000000	0	None	0	5	0	False	False	8	0	0
(𝑪𝒂𝒐 𝑪𝒂̂́𝒑)  Ví Nam Cao Cấp Baellerry  (SỌC DÀI) - THỜI TRANG NAM hàng chất lượng	TP. Hồ Chí Minh	1589558182	1609994498	20436316	False	19%	False	2	False	4.0	0	1	0	0	0	None	None	12900000000	16000000000	12900000000	16000000000	12900000000	16000000000	None	431	5	1	False	True	9	0	1
Ví bóp nam Minh Tâm da bò 100% , thời trang nam MT-921 , 4 màu	TP. Hồ Chí Minh	1574696040	1609994498	35298458	False	47%	False	4	True	4.0	1	0	1	0	0	None	None	15900000000	29900000000	15900000000	29900000000	15900000000	29900000000	None	0	47	2	False	False	9	1	2
Ví Da Cầm Tay Đính Đinh Tán Thời Trang Nam	Nước ngoài	1603970029	1609994498	6024469	False	None	False	1	False	0.0	0	0	0	0	0	None	None	60610000000	-1	60610000000	-1	60610000000	0	None	0	1	0	False	False	9	0	0
Túi đeo chéo nam thời trang vải canvas, túi chéo nữ unisex phong cách cá tính hàn quốc T60 Ladoll	Hà Nội	1605201329	1609994498	4793169	True	35%	False	2	False	4.88	23	1	1	0	0	None	None	9700000000	14900000000	9700000000	14900000000	9700000000	14900000000	None	23	2070	25	False	False	9	1	57
Ví Da Nam Cầm Tay Kiểu Ngắn Ngang Và Đứng, Có Khóa Kéo Thời Trang Cao Cấp	TP. Hồ Chí Minh	1609836770	1609994498	157728	False	None	False	4	False	0.0	0	0	0	0	0	None	None	15000000000	-1	15000000000	-1	15000000000	0	None	0	3	0	False	False	9	1	0
[ Balo Bảo Hành Vô Điều Kiện ]BaloloptopBalos FORWAY Navy 15.6InchThời Trang Nam Nữ Phong Cách Hàn Quốc Bảo Hành Năm Năm	TP. Hồ Chí Minh	1572946358	1609994498	37048140	False	None	False	1	True	0.0	0	0	0	0	0	None	None	24900000000	-1	24900000000	-1	24900000000	0	None	5	114	0	False	True	5	0	0
BÓP VÍ NAM NGẮN BAELLERY DA PU THỜI TRANG CAO CẤP HÀN QUỐC - V19	Hà Nội	1543089731	1609994498	66904767	True	50%	False	2	False	4.795918	43	4	1	0	1	None	None	8000000000	16000000000	8000000000	16000000000	8000000000	16000000000	None	47	296	49	False	True	9	0	122
Túi MESSPU - Túi Đeo Chéo - Phụ Kiện Thời Trang Nam Nữ - CBGSHOP	TP. Hồ Chí Minh	1596262051	1609994498	13732447	True	35%	False	1	False	4.892116	224	12	2	2	1	None	None	14900000000	22900000000	14900000000	22900000000	14900000000	22900000000	None	221	5841	241	False	False	8	1	540
Balo Nam Thời Trang, Phong Cách, Lịch Lãm, Sang Trọng, Chắc Chắn	Hà Nội	1534309009	1609994498	75685489	False	None	False	3	False	4.166667	4	1	0	0	1	None	None	21000000000	-1	21000000000	-1	21000000000	0	None	14	125	6	False	True	9	0	90
Balo Laptop thời trang Nam Nữ Pado P470D đùng đi học đi làm đựng vừa laptop 15.6inch	TP. Hồ Chí Minh	1604516133	1609994498	5478365	False	45%	False	2	False	0.0	0	0	0	0	0	None	None	9900000000	17900000000	9900000000	17900000000	9900000000	17900000000	None	5086	183	0	False	False	8	0	0
Túi Đeo Chéo Nam Phong Cách Thời Trang Hàn Quốc Vải Oxford VGP890 Chất Lượng Cao Sammy96 Đẹp - Bền - Chất.	Bình Dương	1595927770	1609994498	14066728	False	26%	False	3	False	0.0	0	0	0	0	0	None	None	11900000000	16000000000	11900000000	16000000000	11900000000	16000000000	None	201	23	0	False	False	9	1	0
💖HÀNG XỊN💖BALO NAM THỜI TRANG💖BALO VẢI DÙ DÂY RÚT NĂNG ĐỘNG	Hà Nội	1594631496	1609994498	15363002	True	31%	False	5	False	4.59375	28	0	1	1	2	None	None	13900000000	19900000000	19900000000	20000000000	13900000000	19900000000	None	22	115	32	False	False	9	1	745
Ví da nam hàn quốc 2020 phong cách trẻ trung thời thượng VD026	Hà Nội	1594281285	1609994498	15713213	True	46%	False	4	False	4.929577	68	1	2	0	0	None	None	5900000000	11000000000	5900000000	11000000000	5900000000	11000000000	None	46	668	71	False	False	6	0	184
[HOT] Ví Nam,Bóp Nam Cao Cấp Thời Trang Nam	Hà Nội	1586709778	1609994498	23284720	True	10%	False	4	False	5.0	1	0	0	0	0	None	None	9900000000	11000000000	9900000000	11000000000	9900000000	11000000000	None	0	11	1	False	False	8	0	2
Balo thời trang nam ❣️freship❣️ balo gucci tuyển sỉ toàn quốc	Hà Nội	1606836076	1609994498	3158422	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15890000000	-1	15890000000	-1	15890000000	0	None	0	23	0	False	False	9	1	0
HOT HOT! Ví Da Bò Thật, Ví Da Bò Thời Trang Nam VD20004	TP. Hồ Chí Minh	1554631820	1609994498	55362678	False	None	False	1	False	5.0	1	0	0	0	0	None	None	33900000000	-1	33900000000	-1	33900000000	0	None	2594	1	1	False	True	6	0	2
Balo thời trang nam 022	Hà Nội	1607674349	1609994498	2320149	False	None	False	1	False	0.0	0	0	0	0	0	None	None	25000000000	-1	25000000000	-1	25000000000	0	None	1	14	0	False	False	5	0	0
Combo thời trang nam túi DA PU cao cấp + tai nghe siêu bass + kính chống bụi  thời trang và cáp nối sạc tiện lợi	Bình Dương	1589855333	1609994498	20139165	False	36%	False	2	False	0.0	0	0	0	0	0	None	None	10800000000	17000000000	10800000000	17000000000	10800000000	17000000000	None	0	2	0	False	False	9	1	0
Balo chéo BCT03 - Balo đựng ipad thời trang nam màu đen	Hà Nội	1534249474	1609994498	75745024	False	40%	False	1	False	5.0	1	0	0	0	0	None	None	11900000000	19900000000	11900000000	19900000000	11900000000	19900000000	None	183	10	1	False	True	4	0	7
Túi Đeo Chéo Thời Trang Nam KABE05 - Túi Đeo Bao Tử Đeo Trước Lưng Ngực Vải Dù Chống Nước	Hà Nội	1580993339	1609994498	29001159	False	38%	False	2	False	5.0	1	0	0	0	0	None	None	14900000000	23900000000	14900000000	23900000000	14900000000	23900000000	None	1242	59	1	False	True	9	0	2
Ví da bò cầm tay màu nâu cổ điển thời trang nam	Nước ngoài	1588254335	1609994498	21740163	False	35%	False	1	False	0.0	0	0	0	0	0	None	None	33290000000	51210000000	33290000000	51210000000	33290000000	51210000000	None	0	2	0	False	False	9	0	0
(FREE SHIP 50K) Balo nam Đi Học Hàn Quốc Balo Thời Trang Nam Công Nghệ Màu Đen Combo Tai Nghe - Hàng nhập khẩu	Hà Nội	1589338708	1609994498	20655790	False	None	False	3	False	0.0	0	0	0	0	0	None	None	70000000000	-1	70000000000	-1	70000000000	0	None	0	0	0	False	False	8	0	0
Balo thời trang nam ❣️freship❣️ balo gucci	Hà Nội	1604763561	1609994498	5230937	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15890000000	-1	15890000000	-1	15890000000	0	None	0	5	0	False	False	9	1	0
Bóp ví da nam có khóa nhiều ngăn sang trọng Baellery D3208 phụ kiện thời trang nam Phặn Phặn	TP. Hồ Chí Minh	1575458487	1609994498	34536011	True	23%	False	3	False	0.0	0	0	0	0	0	None	None	14000000000	18200000000	14000000000	18200000000	14000000000	18200000000	None	0	10	0	False	True	9	0	1
Bóp/Ví Da Bò Nam Phong Cách - Ví Da Bò Thời Trang Nam VDBN0004	TP. Hồ Chí Minh	1568099002	1609994498	41895496	False	40%	False	1	False	5.0	1	0	0	0	0	None	None	18540000000	30900000000	18540000000	30900000000	18540000000	30900000000	None	114	1	1	False	False	5	0	7
Bóp ví da nam có khóa nhiều ngăn sang trọng D9250 kiểu dáng cổ điển phụ kiện thời trang nam Chammart	TP. Hồ Chí Minh	1581565971	1609994498	28428527	True	None	False	4	False	4.866667	14	0	1	0	0	None	None	16200000000	-1	16200000000	-1	16200000000	0	None	9	160	15	False	True	9	1	22
Balo thời trang nam ❣️freship❣️ balo gucci	Hà Nội	1609470933	1609994498	523565	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15890000000	-1	15890000000	-1	15890000000	0	None	0	0	0	False	False	9	1	0
Ví Da Bò Thật Viền Chỉ , Ví Da Bò Thời Trang Nam Sang Trọng VD20005	TP. Hồ Chí Minh	1555499095	1609994498	54495403	False	None	False	2	False	5.0	2	0	0	0	0	None	None	28900000000	-1	28900000000	-1	28900000000	0	None	2564	2	2	False	True	6	0	3
HÀNG NHẬP KHẨU -  Túi đeo chéo 🎒 Free Ship 🎒 Túi đeo vai thời trang nam The North Face - NC02 ( Xuất dư ) - Hàng Nhập 	Hưng Yên	1606475769	1609994498	3518729	False	None	False	5	False	0.0	0	0	0	0	0	None	None	62000000000	-1	62000000000	-1	62000000000	0	None	5	0	0	False	False	9	1	0
Balo thời trang nam phản quang Colkid Uni Official Store	TP. Hồ Chí Minh	1577613641	1609994498	32380857	True	None	False	1	False	0.0	0	0	0	0	0	None	None	22900000000	-1	22900000000	-1	22900000000	0	None	1	8	0	False	True	4	0	0
Balo Lính Thời Trang Nam phong cách điệp viên đặc nhiệm cao cấp	Phú Yên	1602696518	1609994498	7297980	False	None	False	10	False	0.0	0	0	0	0	0	None	None	14900000000	-1	14900000000	-1	14900000000	0	None	1	3	0	False	False	7	0	0
Túi Đeo Chéo Chống Nước Nhiều Ngăn Thời Trang Nam	Nước ngoài	1597869229	1609994498	12125269	False	50%	False	4	False	0.0	0	0	0	0	0	None	None	35280000000	70210000000	35280000000	70210000000	35280000000	70210000000	None	0	0	0	False	False	9	0	0
HÀNG NHẬP KHẨU -  BALO NAM ĐI HỌC ĐI CHƠI❤️ FREESHIP ❤️ BALO THỜI TRANG NAM SIÊU TO NHIỀU NGĂN ĐỰNG ĐƯỢC LAPTOP ❤️ - Hàn	Hưng Yên	1604587292	1609994498	5407206	False	None	False	2	False	0.0	0	0	0	0	0	None	None	67200000000	-1	67200000000	-1	67200000000	0	None	61	70	0	False	False	9	0	0
Balo laptop 14 inch Kim Long thời trang nam vải dù cao cấp chống nước	Đồng Nai	1590369370	1609994498	19625128	False	15%	False	5	False	0.0	0	0	0	0	0	None	None	32900000000	38500000000	32900000000	38500000000	32900000000	38500000000	None	3	1	0	False	False	8	0	0
Túi đeo vai, túi đeo hông da PU, túi đeo chéo cao cấp nhiều ngăn tiện lợi thời trang nam phong cách Tooxy	Hà Nội	1607670324	1609994498	2324174	True	25%	False	2	False	0.0	0	0	0	0	0	None	None	15000000000	20000000000	15000000000	20000000000	15000000000	20000000000	None	0	0	0	False	False	9	1	0
Túi đeo chéo nam. túi da đeo chéo , túi da thời trang nam loại DA07	Hà Nội	1539661291	1609994498	70333207	False	None	False	6	False	5.0	1	0	0	0	0	None	None	15000000000	-1	19000000000	-1	15000000000	0	None	4912	0	1	False	True	7	0	6
Túi Đeo Chéo Thời Trang Nam Phong Cách Thể Thao	Hà Nội	1597586115	1609994498	12408383	False	20%	False	2	False	0.0	0	0	0	0	0	None	None	6800000000	8500000000	6800000000	8500000000	6800000000	8500000000	None	0	4	0	False	False	9	0	0
túi đựng đồ thời trang nam	Sóc Trăng	1608480980	1609994498	1513518	False	None	False	4	False	0.0	0	0	0	0	0	None	None	25000000000	-1	100000000000	-1	25000000000	0	None	0	1	0	False	False	1	0	0
Ví ngang bỏ túi thời trang nam	Hà Nội	1571215253	1609994498	38779245	True	33%	False	2	False	0.0	0	0	0	0	0	None	None	6600000000	9900000000	6600000000	9900000000	6600000000	9900000000	None	0	2	0	True	True	6	0	0
Túi đeo chéo thời trang nam TRITA RTN2 nhiều màu	TP. Hồ Chí Minh	1581422030	1609994498	28572468	False	50%	False	3	False	0.0	0	0	0	0	0	None	None	19500000000	39000000000	19500000000	39000000000	19500000000	39000000000	None	2	6	0	False	True	9	1	1
Ví cầm tay vân da cá sấu thời trang nam lịch lãm	Nước ngoài	1596434942	1609994498	13559556	False	41%	False	2	False	0.0	0	0	0	0	0	None	None	30310000000	51390000000	32280000000	54690000000	30310000000	51390000000	None	0	1	0	False	False	9	0	0
Túi chéo thời trang nam Mira chính hãng	Hà Nội	1581775065	1609994498	28219433	True	38%	False	3	False	5.0	1	0	0	0	0	None	None	10000000000	16000000000	10000000000	16000000000	10000000000	16000000000	None	29	6	1	False	True	3	0	1
Túi Đeo Chéo Giả Da Cá Sấu Thời Trang Nam	Nước ngoài	1598897132	1609994498	11097366	False	50%	False	3	False	0.0	0	0	0	0	0	None	None	49380000000	98270000000	49680000000	98870000000	49380000000	98270000000	None	0	2	0	False	False	9	0	0
Túi đeo chéo nam das. Túi thời trang nam- ảnh thật	Bắc Ninh	1589346136	1609994498	20648362	False	29%	False	1	False	0.0	0	0	0	0	0	None	None	8500000000	12000000000	8500000000	12000000000	8500000000	12000000000	None	0	0	0	False	False	1	0	0
Balo nam Đi Học Hàn Quốc, Balo Thời Trang Nam Công Nghệ đựng lap top 16inch	Hà Nội	1602963468	1609994498	7031030	False	None	False	1	False	0.0	0	0	0	0	0	None	None	15000000000	-1	15000000000	-1	15000000000	0	None	2	12	0	False	False	1	0	0
Ba lô thời trang nam hàn quốc HARAS HR232	TP. Hồ Chí Minh	1572442134	1609994498	37552364	False	None	False	2	False	0.0	0	0	0	0	0	None	None	30000000000	-1	30000000000	-1	30000000000	0	None	1533	0	0	False	True	9	0	0
Ví Thời Trang Nam Contact’s M1238 Da Bò	Nước ngoài	1583227110	1609994498	26767388	False	None	False	4	True	0.0	0	0	0	0	0	None	None	44477800000	-1	44477800000	-1	44477800000	0	None	1	19	0	False	False	9	0	1
Balo thời trang nam ❣️freship❣️ balo gucci	Hà Nội	1605259041	1609994498	4735457	False	None	False	6	False	0.0	0	0	0	0	0	None	None	15890000000	-1	15890000000	-1	15890000000	0	None	0	3	0	False	False	9	0	0
